equipmentName,originalKdmName,itemType,slot,weaponType,tier,rarity,cardId,cardName,cost,type,shortEffect,fullEffect,tags,damage,breakDamage,statusApplied,targetProfile,quirk,sourceEquipmentName,sourceOriginalName,equipmentIndex,mechanicalSignature,previousTargetProfile,universalTargeting,universalTargetingNote,colorAffinity,colorAffinityName,colorAffinitySource,canonicalQuarryId,canonicalQuarryName,weaponStrategyId,weaponStrategyName,weaponRampResource,weaponPayoffPattern,weaponStrategyNote,cardCopyEligible,baseCopiesFromOneItem,maxCopiesFromOneItem,extraCopiesUnlockableFromOneItem,copyTrainingTrackKey,copyProgressTrigger,copy2Unlock,copy3Unlock,copyLimitRule,copyAuditStatus,block,opensWeakPoint,firstCounterFree,mechanicFlags,testBonus,archiveAfterUse,consequenceReduction,salvage,prepared,panicGain,phaseRestriction,partyBlock,panicClear,duplicateCorrectionApplied,reveal,statusReduced,reduction,exhaust,guarded,grantedByEquippedArmourSets,conditionalCost,grantedByArmourSet,setId,setCompletePiecesRequired,grantedByAffinity,affinityThresholdRequired
Monster Grease,MONSTER GREASE,tool,tool,consumable,early,common,monsterGreaseContingency,Monster Grease — Contingency,1,reaction,"When a hunt or monster consequence is previewed, reduce it by 3; on retreat, preserve 1 gathered resource. Gain Guarded 1 if first card this turn. +1 damage if quarry is Marked.","When a hunt event, retreat roll, or monster consequence is previewed, reduce the penalty by 3. If retreating, preserve 1 gathered resource. The quarry targets this survivor next unless another card redirects it. If this is your first card this turn, gain Guarded 1. If the quarry is Marked, add +1 damage.","['Tool', 'Survival', 'Retreat']",,,{'Guarded': 1},,bait+firstCardGuarded+markedBonusDamage,Monster Grease,MONSTER GREASE,188,5b807ccc8f37,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,,Settlement,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,3,1,,,,,,True,,,,,,,,,,,,
Monster Tooth Necklace,MONSTER TOOTH NECKLACE,weapon,weapon,fistAndTooth,early,common,monsterToothNecklaceOpeningStrike,Monster Tooth Necklace — Opening Strike,0,attack,Deal 3 damage. Apply Bleed 1. Cleanse Panic 1.,"Deal 3 damage with Monster Tooth Necklace. Apply Bleed 1. If used on a hunt node, also mark one gathered resource as confirmed. After resolving, cleanse Panic 1 from yourself.","['Counter', 'Survival', 'Wound', 'Attack']",3,0,{'Bleed': 1},Any valid target,retreat+cleansePanic,Monster Tooth Necklace,MONSTER TOOTH NECKLACE,189,344964b859c5,Settlement,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,,Settlement,blockToDamage,Block-to-Damage Engine,Block / Guarded,"Counter cards, shield-wall cards and guard-to-damage attacks.","Build Block/Guarded, then turn prevention into Counter damage or bash payoffs.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,True,,,,,,,,,,,,
Monster Tooth Necklace,MONSTER TOOTH NECKLACE,weapon,weapon,fistAndTooth,early,common,monsterToothNecklaceTechnique,Monster Tooth Necklace — Technique,2,skill,"Bait a close strike; after blocking, Counter with +2 damage. Also gain 1 block. Gain Guarded 1 if first card this turn.","Bait a close strike; after blocking, Counter with +2 damage. Gain 1 block. If used on a hunt node, also mark one gathered resource as confirmed. If this is your first card this turn, gain Guarded 1.","['Counter', 'Survival', 'Wound', 'Setup']",,,{'Guarded': 1},,retreat+firstCardGuarded,Monster Tooth Necklace,MONSTER TOOTH NECKLACE,189,ce77c55fd76f,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,,Settlement,blockToDamage,Block-to-Damage Engine,Block / Guarded,"Counter cards, shield-wall cards and guard-to-damage attacks.","Build Block/Guarded, then turn prevention into Counter damage or bash payoffs.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,1,True,True,,,,,,,,,,,True,,,,,,,,,,,,
Monster Tooth Necklace,MONSTER TOOTH NECKLACE,weapon,weapon,fistAndTooth,early,common,monsterToothNecklacePayoff,Monster Tooth Necklace — Payoff,2,reaction,"Deal 5 damage and 1 break damage. If this breaks a weak point, resolve Bleed 1 and the retreat rider.","Deal 5 damage and 1 break damage. If the weak point breaks, apply Bleed 1 and resolve: If used on a hunt node, also mark one gathered resource as confirmed.","['Counter', 'Survival', 'Wound', 'Payoff', 'WeakPoint']",5,1,{'Bleed': 1},,retreat,Monster Tooth Necklace,MONSTER TOOTH NECKLACE,189,8ac2c3ec55be,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,,Settlement,blockToDamage,Block-to-Damage Engine,Block / Guarded,"Counter cards, shield-wall cards and guard-to-damage attacks.","Build Block/Guarded, then turn prevention into Counter damage or bash payoffs.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': True, 'firstCounterFree': True}",,,,,,,,,,,,,,,,,"{""condition"": ""firstCounterCardThisBattleFromThisEquipment"", ""cost"": 0, ""limit"": ""oncePerBattle"", ""rulesNote"": ""This is a data flag for code, not just reminder text.""}",,,,,
Musk Bomb,MUSK BOMB,tool,tool,consumable,mid,uncommon,muskBombUse,Musk Bomb — Use,0,skill,"Gain +3 to the next harvest, retreat, or weak-point test. If it fails, apply Snared 2 to the quarry or clear it from a survivor. Gain Guarded 1 if first card this turn.","Gain +3 to the next harvest, retreat, or weak-point test linked to this equipment. On failure, either apply Snared 2 to the quarry or clear that status from a survivor. If this would drop you to 0 HP, resolve the card first, then die if still at 0 HP. If this is your first card this turn, gain Guarded 1.","['Tool', 'Survival', 'Retreat']",,,"{'Snared': 2, 'Guarded': 1}",,lastLight+firstCardGuarded,Musk Bomb,MUSK BOMB,190,3dad08e11f3d,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,silkMatriarch,Silk Matriarch,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,3,True,,,,,,,,True,,,,,,,,,,,,
Musk Bomb,MUSK BOMB,tool,tool,consumable,mid,uncommon,muskBombContingency,Musk Bomb — Contingency,1,reaction,"When a hunt or monster consequence is previewed, reduce it by 3; on retreat, preserve 1 gathered resource; If this opens or breaks a weak point, improve the next harvest test by +1.","When a hunt event, retreat roll, or monster consequence is previewed, reduce the penalty by 3. If retreating, preserve 1 gathered resource. If this would drop you to 0 HP, resolve the card first, then die if still at 0 HP. If this opens or breaks a weak point, improve the next harvest test by +1.","['Tool', 'Survival', 'Retreat']",,,,,lastLight+harvestHook,Musk Bomb,MUSK BOMB,190,90749d617955,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,silkMatriarch,Silk Matriarch,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,visibleUnique:harvestHook,,,3,1,,,,,,,,,,,,,,,,,,
Nightmare Quiver,NIGHTMARE QUIVER,weapon,weapon,bow,early,uncommon,nightmareQuiverOpeningStrike,Nightmare Quiver — Opening Strike,1,attack,Deal 3 damage. Apply Bleed 3. Cleanse Panic 1.,"Deal 3 damage with Nightmare Quiver. Apply Bleed 3. After use, Exhaust this equipment until the next monster turn. After resolving, cleanse Panic 1 from yourself.","['Ranged', 'Marking', 'Precise', 'Attack']",3,3,{'Bleed': 3},Any valid target,exhaust+cleansePanic,Nightmare Quiver,NIGHTMARE QUIVER,191,cf888382428c,White Lion,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,rangedControl,Ranged Control,Marked / positioning / pinning,"Ranged attacks that ignore guard, break weak points or improve follow-up hits.","Mark, pin or soften the quarry from a distance before committing.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,True,,,,,,,,,,,,
Nightmare Quiver,NIGHTMARE QUIVER,weapon,weapon,bow,early,uncommon,nightmareQuiverTechnique,Nightmare Quiver — Technique,2,skill,"Mark a wing, eye or distant weak point; ranged attacks ignore Guarded 1. Also gain 4 block. +1 damage if quarry is Marked.","Mark a wing, eye or distant weak point; ranged attacks ignore Guarded 1. gain 4 block. After use, Exhaust this equipment until the next monster turn. If the quarry is Marked, add +1 damage.","['Ranged', 'Marking', 'Precise', 'Setup']",,,{},,exhaust+markedBonusDamage,Nightmare Quiver,NIGHTMARE QUIVER,191,791780a4b0e0,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,rangedControl,Ranged Control,Marked / positioning / pinning,"Ranged attacks that ignore guard, break weak points or improve follow-up hits.","Mark, pin or soften the quarry from a distance before committing.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,4,True,False,,,,,,,,,,,True,,,,,,,,,,,,
Nightmare Quiver,NIGHTMARE QUIVER,weapon,weapon,bow,early,uncommon,nightmareQuiverPayoff,Nightmare Quiver — Payoff,2,attack,"Deal 7 damage and 4 break damage. If this breaks a weak point, resolve Bleed 2 and the exhaust rider.","Deal 7 damage and 4 break damage. If the weak point breaks, apply Bleed 2 and resolve: After use, Exhaust this equipment until the next monster turn.","['Ranged', 'Marking', 'Precise', 'Payoff', 'WeakPoint']",7,4,{'Bleed': 2},Any valid target,exhaust,Nightmare Quiver,NIGHTMARE QUIVER,191,ff8658a18f9e,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,rangedControl,Ranged Control,Marked / positioning / pinning,"Ranged attacks that ignore guard, break weak points or improve follow-up hits.","Mark, pin or soften the quarry from a distance before committing.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': False, 'firstCounterFree': False}",,,,,,,,,,,,,,,,,,,,,,
Nuclear Flute (Hunt Phase),NUCLEAR FLUTE (HUNT PHASE),tool,tool,instrument,early,rare,nuclearFluteHuntPhaseHuntCall,Nuclear Flute (Hunt Phase) — Hunt Call,1,support,Chosen ally gains 3 block and Prepared 2. Gain Panic 1.,"Chosen ally gains 3 block and Prepared 2. If the phase is wrong for this item, also gain Panic 1. If you already played an attack this turn, add +1 damage or +1 block.","['Support', 'Party', 'Panic']",,,,,followUp,Nuclear Flute (Hunt Phase),NUCLEAR FLUTE (HUNT PHASE),192,879c91f22619,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,green,Green,equipment,,Settlement,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,3,,,,,,,,2,1,hunt,,,,,,,,,,,,,,,
Nuclear Flute (Hunt Phase),NUCLEAR FLUTE (HUNT PHASE),tool,tool,instrument,early,rare,nuclearFluteHuntPhaseEcho,Nuclear Flute (Hunt Phase) — Echo,0,reaction,"After an ally breaks a weak point, give the next ally Guarded 2 or clear Panic 2. Gain Guarded 1 if first card this turn.","After an ally breaks a weak point or survives a hunt event, choose: next ally gains Guarded 2, or clear Panic 2. If you already played an attack this turn, add +1 damage or +1 block. If this is your first card this turn, gain Guarded 1.","['Support', 'Party', 'Panic']",,,{'Guarded': 1},,followUp+firstCardGuarded,Nuclear Flute (Hunt Phase),NUCLEAR FLUTE (HUNT PHASE),192,3eddff49cddd,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,green,Green,equipment,,Settlement,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,2,2,True,,,,,,,,,,,,
Nuclear Flute (Showdown Phase),NUCLEAR FLUTE (SHOWDOWN PHASE),tool,tool,instrument,early,rare,nuclearFluteShowdownPhaseWarCall,Nuclear Flute (Showdown Phase) — War Call,1,support,Chosen ally gains 4 block and Prepared 3. Gain Panic 1. Gain Guarded 1 if first card this turn.,"Chosen ally gains 4 block and Prepared 3. If the phase is wrong for this item, also gain Panic 1. If the quarry is below half HP, add +1 break damage. If this is your first card this turn, gain Guarded 1.","['Support', 'Party', 'Panic']",,,{'Guarded': 1},,bloodied+firstCardGuarded,Nuclear Flute (Showdown Phase),NUCLEAR FLUTE (SHOWDOWN PHASE),193,f0b8174ef6db,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,green,Green,equipment,,Settlement,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,4,,,,,,,,3,1,showdown,,,True,,,,,,,,,,,,
